"pos_age","line_age","pos","pop","line","age","lat","region","percent_N","percent_C","C_N"
"523_mature","With_47_mature",523,"With",47,"mature",28.60387,"subtropical",1.3305,39.7743,29.89425028
"524_mature","With_48_mature",524,"With",48,"mature",28.60387,"subtropical",1.554,39.9549,25.71100386
"525_mature","With_48_mature",525,"With",48,"mature",28.60387,"subtropical",1.1017,36.6794,33.29345557
"526_mature","With_48_mature",526,"With",48,"mature",28.60387,"subtropical",1.4127,38.9891,27.59899483
"527_young","With_42_young",527,"With",42,"young",28.60387,"subtropical",4.084,39.26,9.61410382
"528_young","With_42_young",528,"With",42,"young",28.60387,"subtropical",3.761,37.43,9.951608615
"529_young","With_43_young",529,"With",43,"young",28.60387,"subtropical",2.147,34.661,16.14392175
"530_young","With_43_young",530,"With",43,"young",28.60387,"subtropical",1.51,35.854,23.74437086
"531_young","With_43_young",531,"With",43,"young",28.60387,"subtropical",2.316,39.75,17.16278066
"532_young","With_46_young",532,"With",46,"young",28.60387,"subtropical",2.325,26.64,11.45892473
"533_young","With_46_young",533,"With",46,"young",28.60387,"subtropical",1.641,37.561,22.88909202
"534_young","With_46_young",534,"With",46,"young",28.60387,"subtropical",4.335,38.996,8.99561707
"535_young","With_47_young",535,"With",47,"young",28.60387,"subtropical",2.893,39.239,13.56342897
"536_young","With_47_young",536,"With",47,"young",28.60387,"subtropical",2.316,38.62,16.67530225
"537_young","With_48_young",537,"With",48,"young",28.60387,"subtropical",1.895,36.831,19.43588391
"538_young","With_42_young",538,"With",42,"young",28.60387,"subtropical",2.001,35.111,17.54672664
"539_young","With_42_young",539,"With",42,"young",28.60387,"subtropical",2.1111,38.9084,18.43039174
"540_young","With_42_young",540,"With",42,"young",28.60387,"subtropical",1.6606,37.1418,22.36649404
"541_young","With_47_young",541,"With",47,"young",28.60387,"subtropical",2.5253,37.3745,14.80002376
"542_young","With_47_young",542,"With",47,"young",28.60387,"subtropical",2.6946,45.5789,16.91490388
"543_young","With_47_young",543,"With",47,"young",28.60387,"subtropical",2.1994,40.7153,18.51200327
"544_young","With_48_young",544,"With",48,"young",28.60387,"subtropical",1.8808,45.9182,24.41418545
"545_young","With_48_young",545,"With",48,"young",28.60387,"subtropical",1.2596,31.9401,25.35733566
"546_young","With_48_young",546,"With",48,"young",28.60387,"subtropical",2.0186,39.8273,19.73015952
