"line_age","cupID","pop","line","age","lat","region","surv","log.area","old.log.area"
"Hwy 27_2_young",584,"Hwy 27","Hwy 27_2","young",26.537067,"subtropical",0,0,0
"Whitehall_17_young",585,"Whitehall","Whitehall_17","young",33.895767,"temperate",1,0.355505398284191,0.158170273862173
"Gen Butler_9_young",586,"Gen Butler","Gen Butler_9","young",38.675517,"temperate",3,0.506086665828234,0.209124310293836
"MacArthur_22_young",587,"MacArthur","MacArthur_22","young",27.177583,"subtropical",3,0.163613315454888,0.0890814106544632
"Tiri_16_young",588,"Tiri","Tiri_16","young",10.41549,"tropical",0,0.227096481660709,0.113043395517382
"Caesar_10_young",589,"Caesar","Caesar_10","young",39.4887,"north temperate",0,0.163613315454888,0.0890814106544632
"OCM_16_young",590,"OCM","OCM_16","young",32.34554,"temperate",0,0.355505398284191,0.158170273862173
"MacArthur_16_young",591,"MacArthur","MacArthur_16","young",27.177583,"subtropical",1,0.163613315454888,0.0890814106544632
"HV_13_young",592,"HV","HV_13","young",37.1818,"temperate",3,0.626046968933312,0.249283345997645
"KBS_5_young",593,"KBS","KBS_5","young",42.399933,"north temperate",2,0.536770219266165,0.219415210225027
"KBS_12_young",594,"KBS","KBS_12","young",42.399933,"north temperate",0,0,0
"MacArthur_21_young",595,"MacArthur","MacArthur_21","young",27.177583,"subtropical",0,0,0
"With_48_young",596,"With","With_48","young",28.60387,"subtropical",3,0.319917441798336,0.145914776602903
"Tiri_5_young",597,"Tiri","Tiri_5","young",10.41549,"tropical",0,0,0
"Caesar_9_young",598,"Caesar","Caesar_9","young",39.4887,"north temperate",1,0.533750512866844,0.218403184244954
"Hwy 27_8_young",599,"Hwy 27","Hwy 27_8","young",26.537067,"subtropical",0,0,0
"Caesar_5_young",600,"Caesar","Caesar_5","young",39.4887,"north temperate",3,0.627372930881507,0.249726382277665
"TT_10_young",601,"TT","TT_10","young",30.673889,"temperate",3,0.588285757674223,0.236660468740289
"Tiri_22_young",602,"Tiri","Tiri_22","young",10.41549,"tropical",0,0.227096481660709,0.113043395517382
"McPhee_2_young",603,"McPhee","McPhee_2","young",40.971333,"north temperate",0,0.163613315454888,0.0890814106544632
"With_47_young",604,"With","With_47","young",28.60387,"subtropical",1,0.227096481660709,0.113043395517382
"Center Hill_2_young",605,"Center Hill","Center Hill_2","young",36.06935,"temperate",3,0.576432698800458,0.232695449283213
"Dalton_2_young",606,"Dalton","Dalton_2","young",34.670883,"temperate",3,0.545366100513414,0.222295246430588
"Center Hill_8_young",607,"Center Hill","Center Hill_8","young",36.06935,"temperate",2,0.524165368468156,0.215189791984817
"Dalton_6_young",608,"Dalton","Dalton_6","young",34.670883,"temperate",3,0.588285757674223,0.236660468740289
"TT_5_young",609,"TT","TT_5","young",30.673889,"temperate",3,0.555881498774322,0.225816922625443
"Hwy 27_3_young",610,"Hwy 27","Hwy 27_3","young",26.537067,"subtropical",1,0.163613315454888,0.0890814106544632
"Center Hill_1_young",611,"Center Hill","Center Hill_1","young",36.06935,"temperate",3,0.580525832748107,0.234064832047678
"Gen Butler_2_young",612,"Gen Butler","Gen Butler_2","young",38.675517,"temperate",2,0.43774432980871,0.186120631115335
"Whitehall_2_young",613,"Whitehall","Whitehall_2","young",33.895767,"temperate",3,0.484483705838161,0.201867157710066
"HV_7_young",614,"HV","HV_7","young",37.1818,"temperate",1,0.36977437379057,0.163051132613121
"McPhee_1_young",615,"McPhee","McPhee_1","young",40.971333,"north temperate",3,0.555881498774322,0.225816922625443
